,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5,3408,USDC,USDC,usd-coin,19112,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,33123479150.22189,33123479150.22189,False,,6,,,,2024-05-15T20:35:00.000Z,1.000113406670001,7692536441.736651,33.2436,0.01718803,0.00904657,0.00874464,-0.00021874,0.00376583,0.02194345,33127235573.691166,1.3892,33127235573.69,,2024-05-15T20:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-05-15 20:37:31.661587
6,52,XRP,XRP,xrp,1316,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55359176420.0,99987633657.0,False,,7,,,,2024-05-15T20:36:00.000Z,0.5184081522099553,1107308357.8015625,4.3678,0.26447496,2.68776366,-0.22810449,4.39951351,-15.20984175,-6.96176015,28698648355.757126,1.2035,51840815221.0,,2024-05-15T20:36:00.000Z,,,,,,2024-05-15 20:37:31.661587
7,11419,Toncoin,TON,toncoin,325,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3474160632.096263,5106643355.034839,True,,8,3414166606.0,23895454797.143,,2024-05-15T20:35:00.000Z,6.9989129280186635,322322890.3266654,-35.2792,0.19031982,-0.001615,22.55219769,4.99618654,94.16767497,217.13541049,24315347761.992027,1.0203,35740952196.33,,2024-05-15T20:35:00.000Z,,,,,,2024-05-15 20:37:31.661587
8,74,Dogecoin,DOGE,dogecoin,965,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144304596383.70526,144304596383.70526,True,,9,,,,2024-05-15T20:36:00.000Z,0.1544172837073658,1655031592.5007055,-13.0203,0.94908894,5.12416348,7.13354662,-3.2823132,6.89120596,81.41639683,22283123800.05953,0.9344,22283123800.06,,2024-05-15T20:36:00.000Z,,,,,,2024-05-15 20:37:31.661587
9,2010,Cardano,ADA,cardano,1170,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35670891188.334,36883631806.182,False,,10,,,,2024-05-15T20:35:00.000Z,0.45264031573229374,341860259.7033924,6.6456,0.8820558,4.93248036,-1.15060866,-0.59979361,-32.5424426,-24.53753011,16146083449.939796,0.6775,20368814207.95,,2024-05-15T20:35:00.000Z,,,,,,2024-05-15 20:37:31.661587
10,5994,Shiba Inu,SHIB,shiba-inu,807,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-05-15T20:35:00.000Z,2.4261817451715307e-05,827831644.4744442,-20.3109,0.63910901,4.6670001,8.17147738,11.21631625,-4.58458051,143.89493067,14297232111.366377,0.5998,14303168388.01,,2024-05-15T20:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-05-15 20:37:31.661587
11,5805,Avalanche,AVAX,avalanche,721,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,382096272.0109877,440785912.0109877,False,,12,,,,2024-05-15T20:35:00.000Z,34.41691968331764,468675496.41603875,11.5059,0.80684881,8.0785476,1.33761974,-2.20853261,-35.76630414,-17.27860767,13150576705.097252,0.5515,24633866175.26,,2024-05-15T20:35:00.000Z,,,,,,2024-05-15 20:37:31.661587
12,1958,TRON,TRX,tron,973,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87461903498.68745,87461916977.89049,True,,13,71659659264.0,9060756742.611576,,2024-05-15T20:35:00.000Z,0.1264415270135602,252563183.58650282,-3.5117,0.05801745,0.85120638,2.94073823,13.50492056,0.88743952,-3.5137235,11058816633.886686,0.4639,11058818338.22,,2024-05-15T20:35:00.000Z,,,,,,2024-05-15 20:37:31.661587
13,6636,Polkadot,DOT,polkadot-new,758,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1445421825.4931457,10082382861.65124,,2024-05-15T20:36:00.000Z,6.975391324405494,234130567.55503738,43.561,0.35738288,6.41953167,0.12410364,4.40827692,-29.79712002,-9.69980711,10030287890.064531,0.4206,10030287890.06,,2024-05-15T20:36:00.000Z,,,,,,2024-05-15 20:37:31.661587
14,1831,Bitcoin Cash,BCH,bitcoin-cash,885,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19706034.375,19706034.375,False,,15,,,,2024-05-15T20:35:00.000Z,461.4060538666103,353260499.82604605,38.2148,0.89572734,6.45985629,2.8366519,-8.47480743,17.94315233,70.69746641,9092483558.328524,0.3813,9689527131.2,,2024-05-15T20:35:00.000Z,,,,,,2024-05-15 20:37:31.661587
0,1,Bitcoin,BTC,bitcoin,11046,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19698762.0,19698762.0,False,,1,,,,2024-05-15T20:37:00.000Z,66001.10575391275,37636959116.815956,32.8142,-0.02432716,7.15527553,7.07516042,4.32839709,-1.94011642,27.32385033,1300140073983.158,54.5545,1386023220832.17,,2024-05-15T20:37:00.000Z,,,,,,2024-05-15 20:38:31.921663
1,1027,Ethereum,ETH,ethereum,8933,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120116737.01633306,120116737.01633306,True,,2,,,,2024-05-15T20:36:00.000Z,3020.2231445189436,13928363986.754776,11.6986,0.41413216,4.29086995,2.44842103,-2.28561536,-16.69298161,6.51535562,362779349180.8244,15.2129,362779349180.82,,2024-05-15T20:36:00.000Z,,,,,,2024-05-15 20:38:31.921663
2,825,Tether USDt,USDT,tether,85582,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,110952273350.24437,113086550454.8925,True,,3,,,,2024-05-15T20:36:00.000Z,1.000759172632952,67079945494.930145,16.162,-0.02501165,0.13333721,0.08201307,0.03476106,0.15207667,-0.01390908,111036505279.7357,4.6562,113172402669.15,,2024-05-15T20:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-05-15 20:38:31.921663
3,1839,BNB,BNB,bnb,2159,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147586599.45644563,147586599.45644563,False,,4,,,,2024-05-15T20:36:00.000Z,585.9958941011164,1869042281.1914854,-2.7512,-0.02756704,3.18814022,0.2781925,5.46908802,-0.49112924,66.22235254,86485141305.8232,3.6267,86485141305.82,,2024-05-15T20:36:00.000Z,,,,,,2024-05-15 20:38:31.921663
4,5426,Solana,SOL,solana,660,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,448656319.677296,576009771.2351508,True,,5,,,,2024-05-15T20:36:00.000Z,155.6481052080805,3215814773.599941,21.1042,0.99673931,8.47724185,9.30479725,13.06880907,-14.71487658,36.8191451,69832506047.40196,2.9284,89654829474.09,,2024-05-15T20:36:00.000Z,,,,,,2024-05-15 20:38:31.921663
5,3408,USDC,USDC,usd-coin,19112,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,33123479150.22189,33123479150.22189,False,,6,,,,2024-05-15T20:36:00.000Z,1.0000662496920794,7690019643.632469,33.086,-0.0383252,-0.00052096,0.0005368,0.00686795,0.01541629,0.00229219,33125673570.51619,1.3891,33125673570.52,,2024-05-15T20:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-05-15 20:38:31.921663
6,52,XRP,XRP,xrp,1316,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55359176420.0,99987633657.0,False,,7,,,,2024-05-15T20:37:00.000Z,0.5184361598416977,1107385544.008543,4.3747,0.28401146,2.70719143,-0.27717367,4.50305443,-15.48572782,-7.05290939,28700198835.18386,1.204,51843615984.17,,2024-05-15T20:37:00.000Z,,,,,,2024-05-15 20:38:31.921663
7,11419,Toncoin,TON,toncoin,325,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3474160632.096263,5106643355.034839,True,,8,3414166606.0,23895228302.93171,,2024-05-15T20:36:00.000Z,6.998846588487694,322338709.8149304,-35.3273,0.17925577,-0.02973843,22.5747644,4.95108909,94.17445183,217.03669994,24315117287.80518,1.0203,35740613424.01,,2024-05-15T20:36:00.000Z,,,,,,2024-05-15 20:38:31.921663
8,74,Dogecoin,DOGE,dogecoin,965,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144304596383.70526,144304596383.70526,True,,9,,,,2024-05-15T20:37:00.000Z,0.1545537070233168,1655333145.5052323,-13.0072,1.04917439,5.20786194,7.06478385,-3.16502907,6.58014508,81.54431085,22302810311.605164,0.9356,22302810311.61,,2024-05-15T20:37:00.000Z,,,,,,2024-05-15 20:38:31.921663
9,2010,Cardano,ADA,cardano,1170,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35670891188.334,36883631806.182,False,,10,,,,2024-05-15T20:36:00.000Z,0.4526735625837674,342010106.9976366,6.698,0.88112685,4.94448025,-1.15435972,-0.56085118,-32.57452076,-24.54477093,16147269394.761068,0.6775,20370310316.27,,2024-05-15T20:36:00.000Z,,,,,,2024-05-15 20:38:31.921663
10,5994,Shiba Inu,SHIB,shiba-inu,807,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-05-15T20:36:00.000Z,2.427008763788729e-05,827632687.0329895,-20.3908,0.65858544,4.72541355,8.18122334,11.27571941,-4.63574664,143.95455631,14302105644.502977,0.6,14308043944.66,,2024-05-15T20:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-05-15 20:38:31.921663
11,5805,Avalanche,AVAX,avalanche,721,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,382096272.0109877,440785912.0109877,False,,12,,,,2024-05-15T20:36:00.000Z,34.42222554126452,468689033.26626503,11.513,0.81752092,8.09307882,1.35055792,-2.12975537,-35.78423909,-17.26908321,13152604053.638575,0.5515,24637663836.29,,2024-05-15T20:36:00.000Z,,,,,,2024-05-15 20:38:31.921663
12,1958,TRON,TRX,tron,973,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87461903498.68745,87461916977.89049,True,,13,71659659264.0,9060510040.706942,,2024-05-15T20:36:00.000Z,0.1264380843247843,252572451.45506793,-3.5091,0.04773905,0.85420087,2.92409168,13.51768551,0.88340949,-3.52290126,11058515529.77319,0.4639,11058517234.06,,2024-05-15T20:36:00.000Z,,,,,,2024-05-15 20:38:31.921663
13,6636,Polkadot,DOT,polkadot-new,758,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1445421825.4931457,10085371465.749245,,2024-05-15T20:37:00.000Z,6.9774589589501606,234153925.95336,43.5527,0.35864813,6.4653132,0.13198343,4.75034362,-30.0081807,-9.68922507,10033261052.252851,0.4209,10033261052.25,,2024-05-15T20:37:00.000Z,,,,,,2024-05-15 20:38:31.921663
14,1831,Bitcoin Cash,BCH,bitcoin-cash,885,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19706034.375,19706034.375,False,,15,,,,2024-05-15T20:36:00.000Z,461.46640103849734,353526069.7125305,38.3277,0.90212386,6.46750518,2.84083067,-8.45859357,17.89251162,70.69344328,9093672761.772163,0.3813,9690794421.81,,2024-05-15T20:36:00.000Z,,,,,,2024-05-15 20:38:31.921663
0,1,Bitcoin,BTC,bitcoin,11046,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19698762.0,19698762.0,False,,1,,,,2024-05-15T20:38:00.000Z,66024.15524852565,37638995522.71139,32.7732,-0.02647006,7.19024122,7.04825092,4.48405134,-1.90293799,27.31636845,1300594120491.7578,54.5735,1386507260219.04,,2024-05-15T20:38:00.000Z,,,,,,2024-05-15 20:39:33.784892
1,1027,Ethereum,ETH,ethereum,8933,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120116737.01633306,120116737.01633306,True,,2,,,,2024-05-15T20:37:00.000Z,3020.308621380871,13928507237.516039,11.7028,0.40967116,4.27928842,2.48015228,-2.17727635,-16.66067106,6.51037073,362789616382.5695,15.2194,362789616382.57,,2024-05-15T20:37:00.000Z,,,,,,2024-05-15 20:39:33.784892
2,825,Tether USDt,USDT,tether,85582,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,110952273350.24437,113086550454.8925,True,,3,,,,2024-05-15T20:37:00.000Z,1.0009060565470707,67090053847.594505,16.1675,-0.00768378,0.14885391,0.078765,0.03238689,0.15214591,0.01678992,111052802383.92574,4.6588,113189013264.32,,2024-05-15T20:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-05-15 20:39:33.784892
3,1839,BNB,BNB,bnb,2159,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147586599.45644563,147586599.45644563,False,,4,,,,2024-05-15T20:37:00.000Z,585.8115295440077,1869042281.1914854,-2.7448,-0.0179929,3.12479655,0.24742186,5.5504907,-0.73585765,66.15712789,86457931567.77924,3.627,86457931567.78,,2024-05-15T20:37:00.000Z,,,,,,2024-05-15 20:39:33.784892
4,5426,Solana,SOL,solana,660,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,448656319.677296,576009771.2351508,True,,5,,,,2024-05-15T20:37:00.000Z,155.54185854312394,3220814296.0756216,21.2955,0.98181362,8.40387318,9.22494023,13.2988,-15.36654448,36.70082654,69784837809.72456,2.9275,89593630356.92,,2024-05-15T20:37:00.000Z,,,,,,2024-05-15 20:39:33.784892
5,3408,USDC,USDC,usd-coin,19112,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,33123479150.22189,33123479150.22189,False,,6,,,,2024-05-15T20:37:00.000Z,1.0001811980937032,7690755454.850055,33.0031,-0.01175822,0.01644445,0.00590163,0.00607202,0.00193978,0.02429255,33129481061.50073,1.3898,33129481061.5,,2024-05-15T20:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-05-15 20:39:33.784892
6,52,XRP,XRP,xrp,1316,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55359176420.0,99987633657.0,False,,7,,,,2024-05-15T20:38:00.000Z,0.5185896632683824,1107649973.9406981,4.3744,0.31566036,2.73655718,-0.25221572,4.56349174,-15.42146735,-7.15939495,28708696658.462776,1.2044,51858966326.84,,2024-05-15T20:38:00.000Z,,,,,,2024-05-15 20:39:33.784892
7,11419,Toncoin,TON,toncoin,325,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3474160632.096263,5106643355.034839,True,,8,3414166606.0,23895285343.271957,,2024-05-15T20:37:00.000Z,6.998863295446326,322332786.98003495,-35.3229,0.16706251,0.1431938,22.5105322,5.2975645,94.09519103,217.01190908,24315175330.463142,1.0203,35740698740.49,,2024-05-15T20:37:00.000Z,,,,,,2024-05-15 20:39:33.784892
8,74,Dogecoin,DOGE,dogecoin,965,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144304596383.70526,144304596383.70526,True,,9,,,,2024-05-15T20:38:00.000Z,0.15485485203388838,1656410251.3953745,-12.9464,1.2294119,5.39368827,7.23673028,-2.90886956,6.85192625,81.78207154,22346266920.808662,0.9374,22346266920.81,,2024-05-15T20:38:00.000Z,,,,,,2024-05-15 20:39:33.784892
9,2010,Cardano,ADA,cardano,1170,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35670891188.334,36883631806.182,False,,10,,,,2024-05-15T20:37:00.000Z,0.4530931168917907,342286495.45196635,6.8017,0.99133963,5.01347052,-1.11497026,-0.32602461,-32.68869043,-24.47428493,16162235270.830164,0.6782,20389190260.13,,2024-05-15T20:37:00.000Z,,,,,,2024-05-15 20:39:33.784892
10,5994,Shiba Inu,SHIB,shiba-inu,807,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-05-15T20:37:00.000Z,2.4313109512973613e-05,827632687.0329895,-20.441,0.79551143,4.88948598,8.20020897,11.66081846,-4.65513128,144.35813085,14327457979.924652,0.6011,14333406806.49,,2024-05-15T20:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-05-15 20:39:33.784892
11,5805,Avalanche,AVAX,avalanche,721,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,382096272.0109877,440785912.0109877,False,,12,,,,2024-05-15T20:37:00.000Z,34.43781221305812,468785054.15311337,11.5678,0.91496563,8.08168511,1.32211602,-1.85985661,-36.02449299,-17.26455784,13158559662.82397,0.552,24648819976.66,,2024-05-15T20:37:00.000Z,,,,,,2024-05-15 20:39:33.784892
12,1958,TRON,TRX,tron,973,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87461903498.68745,87461916977.89049,True,,13,71659659264.0,9060393879.000416,,2024-05-15T20:37:00.000Z,0.12643646330526342,252572451.45506793,-3.4459,0.05049048,0.85158338,2.92260929,13.62844855,0.80749674,-3.53858406,11058373752.320288,0.4639,11058375456.58,,2024-05-15T20:37:00.000Z,,,,,,2024-05-15 20:39:33.784892
